"año","lanzamiento","institucion","nombre","nivelDelCurso","clase","estado","notaFinal"
2018,"Fall","CIBERTEC","Persona131050525032970352","Advanced 1","Puga EN1 - Advanced 2 (Fall 2018)","No Show",0
2018,"Fall","EAD Laureate","Persona46063208114","Advanced 1","Labriny EN2 - Advanced 1 (Fall 2018)","No Show",0
2018,"Fall","FMU | FIAM FAAM","Persona449457248449","Advanced 1","Labriny EN2 - Advanced 1 (Fall 2018)","No Show",0
2018,"Fall","HoldCo","Persona110091468520","Advanced 1","Mckinnon EN1 - Advanced 1 (Fall 2018)","No Show",0
2018,"Fall","HoldCo","Persona131036270208","Advanced 1","Puga EN1 - Advanced 2 (Fall 2018)","No Show",0
2018,"Fall","Servicios Andinos","Persona148799130716015008","Advanced 1","Labriny EN1 - Advanced 1 (Fall 2018)","No Show",0
2018,"Fall","UNINORTE","Persona4143846543749080","Advanced 1","Puga EN1 - Advanced 2 (Fall 2018)","No Show",0
2018,"Fall","UniRitter | FAPA","Persona4692240843","Advanced 1","Jodeck EN1 - Advanced 2 (Fall 2018)","No Show",0
2018,"Fall","UNITEC HN","Persona1142984766658345","Advanced 1","Peters EN1 - Advanced 3 (Fall 2018)","No Show",0
2019,"Winter","UNAB","Persona42238842","Advanced 1","Puga EN1 - Advanced 3 (Winter 2019)","No Show",0
2019,"Winter","UAM","Persona14359729076","Advanced 1","Peters EN1 - Advanced 3 (Winter 2019)","No Show",0
2019,"Winter","UniRitter | FAPA","Persona1483852688549027840","Advanced 1","Labriny EN1 - Advanced 1 (Winter 2019)","No Show",0
2019,"Winter","UNITEC HN","Persona148695002620067808","Advanced 1","Puga EN1 - Advanced 3 (Winter 2019)","No Show",0
2019,"Winter","EAD Laureate","Persona3333479041","Advanced 1","Mckinnon EN1 - Advanced 1 (Winter 2019)","No Show",0
2019,"Winter","UPC","Persona36235604189","Advanced 1","Peters EN1 - Advanced 3 (Winter 2019)","No Show",0
2019,"Winter","IBMR","Persona362356042","Advanced 1","Jodeck EN1 - Advanced 2 (Winter 2019)","No Show",0
2019,"Winter","UNINORTE","Persona4143684715","Advanced 1","Peters EN1 - Advanced 3 (Winter 2019)","No Show",0
2019,"Winter","UAM","Persona1310349958150563","Advanced 1","Puga EN1 - Advanced 3 (Winter 2019)","No Show",0
2019,"Winter","UNIFACS","Persona41438403","Advanced 1","Mckinnon EN1 - Advanced 1 (Winter 2019)","No Show",0
2019,"Winter","UAM","Persona13484043214612640","Advanced 1","Mckinnon EN1 - Advanced 1 (Winter 2019)","No Show",0
2019,"Winter","HoldCo","Persona13853092882","Advanced 1","Peters EN1 - Advanced 3 (Winter 2019)","No Show",0
2019,"Winter","FMU | FIAM FAAM","Persona14213086159739","Advanced 1","Labriny EN1 - Advanced 1 (Winter 2019)","No Show",0
2019,"Spring","UAM","Persona1348404321459","Advanced 1","Labriny EN1 - Advanced 1 (Spring 2019)","No Show",0
2019,"Spring","UniRitter | FAPA","Persona1004996225516365","Advanced 1","Labriny EN1 - Advanced 1 (Spring 2019)","No Show",0
2019,"Spring","UAM","Persona339373414","Advanced 1","Labriny EN2 - Advanced 1 (Spring 2019)","No Show",0
2019,"Spring","UAM","Persona2105298344211","Advanced 1","Labriny EN2 - Advanced 1 (Spring 2019)","No Show",0
2019,"Spring","UNIFACS","Persona10542680405","Advanced 1","Labriny EN2 - Advanced 1 (Spring 2019)","No Show",0
2019,"Spring","UniRitter | FAPA","Persona14838168396901","Advanced 1","Jodeck EN2 - Advanced 2 (Spring 2019)","No Show",0
2019,"Spring","UAM","Persona11540111862637128581120","Advanced 1","Mckinnon EN1 - Advanced 3 (Spring 2019)","No Show",0
2019,"Spring","UNITEC HN","Persona34819704452795278200668160","Advanced 1","Labriny EN2 - Advanced 1 (Spring 2019)","No Show",0
2019,"Spring","UNITEC HN","Persona138542813605449168","Advanced 1","Labriny EN2 - Advanced 1 (Spring 2019)","No Show",0
2019,"Spring","UPC","Persona278232227","Advanced 1","Mckinnon EN1 - Advanced 1 (Winter 2019)","No Show",0
2019,"Spring","UPN","Persona34814046064931295232","Advanced 1","Mckinnon EN1 - Advanced 1 (Winter 2019)","No Show",0
2019,"Spring","CIBERTEC","Persona3632786991280084746240","Advanced 1","Labriny EN2 - Advanced 1 (Spring 2019)","No Show",0
2019,"Spring","UE Portugal","Persona469223948","Advanced 1","Jodeck EN1 - Advanced 2 (Spring 2019)","No Show",0
2019,"Spring","UiP","Persona1101279761","Advanced 1","Labriny EN2 - Advanced 1 (Spring 2019)","No Show",0
2018,"Summer","UniRitter","Persona33790797760884","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Summer 2018)","No Show",0
2018,"Fall","UAM","Persona4381559245","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Fall 2018)","No Show",0
2018,"Fall","UE Portugal","Persona469244262756","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Fall 2018)","No Show",0
2018,"Fall","UniRitter | FAPA","Persona105423898049","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Fall 2018)","No Show",0
2018,"Fall","UnP","Persona362355768190","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Fall 2018)","No Show",0
2018,"Fall","FMU | FIAM FAAM","Persona333347893","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Fall 2018)","No Show",0
2018,"Fall","FMU | FIAM FAAM","Persona42640404760","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Fall 2018)","No Show",0
2019,"Spring","FADERGS","Persona1486950026536917760","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","FMU | FIAM FAAM","Persona574576723381148778496","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","FMU | FIAM FAAM","Persona14838163706408620032","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","FMU | FIAM FAAM","Persona34814037600085601157120","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","FMU | FIAM FAAM","Persona110097292519","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","FMU | FIAM FAAM","Persona12305209929584371712","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UAM","Persona1154010534692730","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UAM","Persona1310398099286682","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UAM","Persona1310349458774720","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UNIFACS","Persona123086115090330","Intermediate 1","Febres SP1 - A1.2 Beginner (Spring 2019)","No Show",0
2019,"Spring","UNIFACS","Persona33344043158889","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UniRitter | FAPA","Persona278232237819497074992873472","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UniRitter | FAPA","Persona315306520","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UnP","Persona33337686358147166208","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UnP","Persona41438405099500872","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UnP","Persona7444268273","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UAM","Persona148381641109","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UE Portugal","Persona236245243","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UE Portugal","Persona34814510093801","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","UE Portugal","Persona110091680","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Spring","Bilgi","Persona2100257439800","Intermediate 1","Febres SP1 - B1.1 Pre-Intermediate (Spring 2019)","No Show",0
2019,"Winter","UNITEC HN","Persona105404609577","Intermediate 1","Franklin EN2 - Intermediate 1 (Winter 2019)","No Show",0
2019,"Winter","UiP","Persona36492716","Intermediate 1","Franklin EN2 - Intermediate 1 (Winter 2019)","No Show",0
2019,"Winter","UNAB","Persona258459501301","Intermediate 1","Franklin EN1 - Intermediate 1 (Winter 2019)","No Show",0
2019,"Winter","UiP","Persona31496052","Intermediate 1","Levano EN2 - Intermediate 1 (Winter 2019)","No Show",0
2019,"Winter","UniFG","Persona134833724162","Intermediate 1","Franklin EN1 - Intermediate 1 (Winter 2019)","No Show",0
2019,"Winter","FPB","Persona149064120235928","Intermediate 1","Levano EN2 - Intermediate 1 (Winter 2019)","No Show",0
2019,"Winter","UNAB","Persona15569281062","Intermediate 1","Levano EN2 - Intermediate 1 (Winter 2019)","No Show",0
2019,"Spring","UAM","Persona110091654593534544","Intermediate 1","Franklin EN1 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UNIFACS","Persona106878497919278284800","Intermediate 1","Franklin EN1 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UnP","Persona7444268273856203","Intermediate 1","Franklin EN1 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","FMU | FIAM FAAM","Persona333346969135766","Intermediate 1","Franklin EN2 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UNINORTE","Persona100499622","Intermediate 1","Franklin EN3 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UNIFACS","Persona1230861532180262158336","Intermediate 1","Levano EN1 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UNIFACS","Persona469223934","Intermediate 1","Levano EN1 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UNAB","Persona99569997087563382784","Intermediate 1","Franklin EN2 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UNITEC HN","Persona105404609577","Intermediate 1","Franklin EN1 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UiP","Persona9960111430","Intermediate 1","Franklin EN3 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UiP","Persona10542410114","Intermediate 1","Franklin EN3 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UiP","Persona9960111430","Intermediate 1","Levano EN1 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UPC","Persona1101095735","Intermediate 1","Franklin EN2 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","CIBERTEC","Persona314663011989302870016","Intermediate 1","Franklin EN3 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UE Portugal","Persona7427659892","Intermediate 1","Franklin EN2 - Intermediate 1 (Spring 2019)","No Show",0
2019,"Spring","UE Portugal","Persona414465942","Intermediate 1","Franklin EN3 - Intermediate 1 (Spring 2019)","No Show",0
2018,"Spring","AIEP","Persona46063262280712","Intermediate 1","Mayer EN3 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","EAD","Persona25692758534","Intermediate 1","Mayer EN2 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","FMU","Persona2347556562473233","Intermediate 1","Mayer EN3 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UAM BR","Persona43814394688","Intermediate 1","Gil EN1 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UAM BR","Persona13484857439909","Intermediate 1","Mayer EN3 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UE Portugal","Persona5815033458","Intermediate 1","Loya EN1 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","ULatina","Persona10687849803","Intermediate 1","Gil EN1 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UNAB","Persona14909094935683380","Intermediate 1","Mayer EN3 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UNITEC Mx","Persona36235524348617535488","Intermediate 1","Gil EN1 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UnP","Persona57569141996","Intermediate 1","Mayer EN1 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UnP","Persona31486527","Intermediate 1","Mayer EN2 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UPC","Persona33790797760884797440","Intermediate 1","Gil EN1 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Summer","AIEP","Persona8124763634138173","Intermediate 1","Loya EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","ARO HoldCo","Persona5745767234326859247255552","Intermediate 1","Loya EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","EAD","Persona1054049415","Intermediate 1","Loya EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","EAD","Persona3481403799","Intermediate 1","Mayer EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","FG","Persona741741283","Intermediate 1","Loya EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","FMU","Persona235408432586","Intermediate 1","Loya EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","L&I","Persona8775724569409718583296","Intermediate 1","Mayer EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","Servicios Andinos","Persona33192189038728867840","Intermediate 1","Loya EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UAM BR","Persona1100916487505","Intermediate 1","Mayer EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UDLA CL","Persona4691781223","Intermediate 1","Loya EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UE Portugal","Persona28811806","Intermediate 1","Mayer EN2 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UE Portugal","Persona337979486315","Intermediate 1","Mayer EN2 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UiP","Persona1556923967704","Intermediate 1","Loya EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UiP","Persona1497602","Intermediate 1","Loya EN2 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","ULatina","Persona66461524071","Intermediate 1","Mayer EN2 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UNINORTE","Persona7417421459058","Intermediate 1","Loya EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UNINORTE","Persona317870950452","Intermediate 1","Mayer EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UniRitter","Persona235408432586","Intermediate 1","Loya EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UniRitter","Persona3333479040","Intermediate 1","Mayer EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UNITEC HN","Persona581388883724144000","Intermediate 1","Mayer EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UNITEC HN","Persona29693635","Intermediate 1","Mayer EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UNITEC HN","Persona414384654339058880","Intermediate 1","Mayer EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UnP","Persona1054437297","Intermediate 1","Loya EN1 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UnP","Persona181697113662","Intermediate 1","Loya EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UPC","Persona4735833401968614400","Intermediate 1","Mayer EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UPN","Persona574576724050856064","Intermediate 1","Loya EN2 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UPN","Persona2584823814139198464","Intermediate 1","Mayer EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Summer","UPN","Persona314867851823716480581632","Intermediate 1","Mayer EN3 - Intermediate 1 (Summer 2018)","No Show",0
2018,"Winter","UDLA CL","Persona4691781223","Intermediate 1","Mayer EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UE Portugal","Persona46922393","Intermediate 1","Loya EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UE Portugal","Persona438155924","Intermediate 1","Mayer EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UiP","Persona34411221155070","Intermediate 1","Mayer EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","ULatina","Persona1140833869513","Intermediate 1","Mayer EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UNINORTE","Persona58138886","Intermediate 1","Mayer EN2 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UNITEC HN","Persona664688830","Intermediate 1","Mayer EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UPC","Persona74276599557","Intermediate 1","Mayer EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UPN","Persona14838164110836334592","Intermediate 1","Mayer EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UPN","Persona148923409778782400","Intermediate 1","Mayer EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Fall","FMU | FIAM FAAM","Persona31486527","Intermediate 1","Franklin EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","FMU | FIAM FAAM","Persona1100972925","Intermediate 1","Franklin EN3 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","FMU | FIAM FAAM","Persona118918926219","Intermediate 1","Franklin EN3 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","FMU | FIAM FAAM","Persona133570","Intermediate 1","Boyle EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","L&I","Persona2345487847","Intermediate 1","Franklin EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","Servicios Andinos","Persona1230866245427114","Intermediate 1","Franklin EN3 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UAM","Persona36493020113622","Intermediate 1","Boyle EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UAM","Persona314962190","Intermediate 1","Franklin EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UE Portugal","Persona1145949961","Intermediate 1","Franklin EN3 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UE Portugal","Persona28811806","Intermediate 1","Boyle EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UiP","Persona33932479741","Intermediate 1","Franklin EN3 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UiP","Persona1497602","Intermediate 1","Franklin EN4 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UiP","Persona3624101422998784","Intermediate 1","Franklin EN4 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UiP","Persona3333193390","Intermediate 1","Boyle EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UNIFACS","Persona438066069","Intermediate 1","Franklin EN4 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UNIFACS","Persona469223934","Intermediate 1","Boyle EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UniFG","Persona138556147","Intermediate 1","Franklin EN4 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UNITEC HN","Persona470214884940297728","Intermediate 1","Boyle EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UNITEC HN","Persona470937171405500928","Intermediate 1","Boyle EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UNITEC HN","Persona3149605235808","Intermediate 1","Boyle EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UnP","Persona1054048299737","Intermediate 1","Franklin EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UPN","Persona3147717304351072256","Intermediate 1","Franklin EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UPN","Persona1310399334942288642048","Intermediate 1","Franklin EN4 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Spring","UEM","Persona33379213804165","Advanced 1","Peters EN1 - Advanced 3 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona107192038743608","Advanced 1","McKinnon EN1 - Advanced 1 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona364930155","Intermediate 3","Labriny EN1 - Intermediate 3 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona902060996863","Intermediate 1","Loya EN1 - Intermediate 1 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona470937171831885824","Intermediate 2","Labriny EN1 - Intermediate 2 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona3148678519317790720000","Intermediate 2","Labriny EN1 - Intermediate 2 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona134848718251606343680","Advanced 1","McKinnon EN1 - Advanced 1 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona9959926663477082112","Intermediate 2","Labriny EN1 - Intermediate 2 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona14566482526478086","Advanced 1","McKinnon EN1 - Advanced 1 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona1145873037216348032","Intermediate 3","Labriny EN1 - Intermediate 3 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona66469522467","Basic 3","McKinnon EN1 - Basic 3 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona13483371974626434","Intermediate 3","Labriny EN1 - Intermediate 3 (Spring 2018)","No Show",0
2018,"Spring","UEM","Persona460544614343932928","Basic 3","McKinnon EN1 - Basic 3 (Spring 2018)","No Show",0
2018,"Winter","UEM","Persona3148679742389187","Basic 3","Franklin EN1 - Basic 3 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona66421517704665","Intermediate 3","Hall EN1 - Intermediate 3 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona235397143996781","Intermediate 3","Hall EN1 - Intermediate 3 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona11437570288797412","Intermediate 2","Labriny EN1 - Intermediate 2 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona1456369945451","Intermediate 2","Labriny EN1 - Intermediate 2 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona210075656896308","Advanced 1","Loya EN1 - Advanced 1 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona343918912114","Intermediate 1","Loya EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona46922426601041792","Intermediate 1","Loya EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona33334708640547","Intermediate 1","Loya EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona3333478935415977984","Intermediate 1","Loya EN1 - Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona11009168025246","Intermediate 1","Loya EN2- Intermediate 1 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona414368942382415","Basic 3","McKinnon EN1 - Basic 3 (Winter 2018)","No Show",0
2018,"Winter","UEM","Persona13103511400276","Basic 3","McKinnon EN1 - Basic 3 (Winter 2018)","No Show",0
2018,"Fall","UEM","Persona66490614","Advanced 1","Mckinnon EN1 - Advanced 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona11009168011894060","Advanced 1","Labriny EN2 - Advanced 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona11407023187541970","Basic 3","Loya EN1 - Basic 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona108756678","Basic 3","Loya EN1 - Basic 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona814935703673492","First Discoveries","Hall EN1 - First Discoveries (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona664689714837909","First Discoveries","Hall EN1 - First Discoveries (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona1486950026","Intermediate 2","Jonathan EN1 - Intermediate 2 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona1483817414013779968","First Discoveries","Hall EN1 - First Discoveries (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona1100916800","Intermediate 2","Boyle EN1 - Intermediate 2 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona38923143682","Intermediate 2","Boyle EN1 - Intermediate 2 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona110091680131207088","First Discoveries","Dantas EN1 - First Discoveries (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona13484871825","First Discoveries","Dantas EN2 - First Discoveries (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona939202492442932","Intermediate 1","Franklin EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona23488323230536261632","Intermediate 1","Franklin EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona33334708640547","Intermediate 1","Franklin EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona10541385968107","Intermediate 1","Franklin EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona1100916800","Intermediate 1","Franklin EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona1100916803477","Intermediate 1","Franklin EN3 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona145664825263999","Intermediate 1","Franklin EN4 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona14838168394","Intermediate 3","Levano EN1 - Intermediate 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona333347893365387456","Intermediate 3","Levano EN2 - Intermediate 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona34814037","Intermediate 3","Levano EN3 - Intermediate 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona3760476313","Intermediate 3","Levano EN3 - Intermediate 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona4143730699647519","Intermediate 3","Levano EN3 - Intermediate 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona13103975739","Intermediate 3","Levano EN3 - Intermediate 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona50202004981688","Intermediate 1","Boyle EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona902060996863","Intermediate 1","Boyle EN1 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona47160703748111552","Intermediate 1","Boyle EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona2100336415","Intermediate 1","Boyle EN2 - Intermediate 1 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona34813980009618","Basic 3","Maynez EN1 - Basic 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona36237330590","Basic 3","Maynez EN1 - Basic 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona3892528975","Basic 3","Maynez EN2 - Basic 3 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona134833861443","Advanced 1","Puga EN1 - Advanced 2 (Fall 2018)","No Show",0
2018,"Fall","UEM","Persona46063192262158888","Advanced 1","Puga EN1 - Advanced 2 (Fall 2018)","No Show",0
2019,"Winter","UEM","Persona563738683","Advanced 1","Labriny EN1 - Advanced 1 (Winter 2019)","No Show",0
2019,"Winter","UEM","Persona1167953826","Intermediate 2","Jonathan EN1 - Intermediate 2 (Winter 2019)","No Show",0
2019,"Winter","UEM","Persona4702148849","Advanced 1","Peters EN1 - Advanced 3 (Winter 2019)","No Show",0
