"lanzamiento","estado","nivelEducativo","desempeño","nivelDelCurso"
"Winter","Dropout","Medio","mal","Intermediate"
"Winter","Dropout","Bajo","mal","Intermediate"
"Winter","Dropout","Bajo","mal","Advanced"
"Spring","Dropout","Bajo","mal","Intermediate"
"Spring","Dropout","Bajo","mal","Advanced"
"Spring","Dropout","Bajo","mal","Basic"
"Winter","Dropout","Bajo","mal","Advanced"
"Winter","Dropout","Bajo","mal","Advanced"
"Fall","Dropout","Muy Bajo","buen","Basic"
"Spring","Dropout","Muy Bajo","mal","Basic"
"Fall","Dropout","Muy Bajo","mal","Intermediate"
"Winter","Dropout","Muy Bajo","mal","Advanced"
"Fall","Dropout","Muy Bajo","mal","Intermediate"
"Fall","Dropout","Muy Bajo","mal","Basic"
"Winter","Dropout","Muy Alto","mal","Basic"
"Spring","Dropout","Alto","mal","Basic"
"Winter","Dropout","Alto","mal","Basic"
"Spring","Dropout","Alto","mal","Intermediate"
"Fall","Dropout","Alto","mal","Basic"
"Fall","Dropout","Alto","mal","Intermediate"
"Spring","Dropout","Alto","buen","Intermediate"
"Spring","Dropout","Alto","mal","Basic"
"Fall","Dropout","Alto","mal","Advanced"
"Winter","Dropout","Alto","buen","Intermediate"
"Spring","Dropout","Alto","buen","Intermediate"
"Spring","Dropout","Alto","mal","Advanced"
"Winter","Dropout","Bajo","mal","Basic"
"Winter","Dropout","Bajo","mal","Basic"
"Winter","Dropout","Bajo","mal","Basic"
"Winter","Dropout","Bajo","mal","Intermediate"
"Winter","Dropout","Bajo","mal","Basic"
"Winter","Dropout","Bajo","mal","Intermediate"
"Winter","Dropout","Bajo","mal","Intermediate"
"Winter","Dropout","Bajo","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Winter","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Advanced"
"Summer","No Show","Medio","mal","Intermediate"
"Spring","No Show","Medio","mal","Intermediate"
"Spring","No Show","Medio","mal","Intermediate"
"Winter","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Advanced"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Advanced"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Advanced"
"Fall","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Fall","No Show","Alto","mal","Advanced"
"Winter","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Intermediate"
"Winter","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Intermediate"
"Winter","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","buen","Intermediate"
"Summer","No Show","Muy Alto","buen","Intermediate"
"Spring","No Show","Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Advanced"
"Winter","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Advanced"
"Winter","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Intermediate"
"Summer","No Show","Muy Alto","mal","Intermediate"
"Summer","No Show","Muy Alto","mal","Advanced"
"Spring","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","buen","Basic"
"Spring","No Show","Muy Alto","buen","Basic"
"Winter","No Show","Muy Alto","buen","Basic"
"Fall","No Show","Muy Alto","buen","Intermediate"
"Winter","No Show","Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Intermediate"
"Fall","No Show","Bajo","mal","Intermediate"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Intermediate"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Intermediate"
"Summer","No Show","Bajo","mal","Intermediate"
"Summer","No Show","Bajo","mal","Intermediate"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Intermediate"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Intermediate"
"Summer","No Show","Bajo","mal","Basic"
"Summer","No Show","Muy Alto","mal","Intermediate"
"Fall","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Intermediate"
"Fall","No Show","Muy Alto","mal","Intermediate"
"Spring","No Show","Muy Alto","mal","Advanced"
"Summer","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Advanced"
"Summer","No Show","Muy Alto","mal","Intermediate"
"Winter","No Show","Muy Alto","mal","Intermediate"
"Spring","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Intermediate"
"Spring","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Intermediate"
"Summer","No Show","Muy Alto","buen","Intermediate"
"Fall","No Show","Muy Alto","mal","Intermediate"
"Summer","No Show","Muy Alto","mal","Intermediate"
"Fall","No Show","Muy Alto","mal","Intermediate"
"Spring","No Show","Muy Alto","mal","Advanced"
"Winter","No Show","Muy Alto","mal","Intermediate"
"Summer","No Show","Muy Alto","mal","Intermediate"
"Fall","No Show","Muy Alto","mal","Intermediate"
"Spring","No Show","Muy Alto","mal","Intermediate"
"Winter","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Advanced"
"Fall","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","mal","Intermediate"
"Winter","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Advanced"
"Winter","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Intermediate"
"Winter","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Advanced"
"Spring","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Intermediate"
"Winter","No Show","Alto","mal","Advanced"
"Winter","No Show","Alto","mal","Intermediate"
"Fall","No Show","Muy Bajo","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Intermediate"
"Spring","No Show","Muy Bajo","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Basic"
"Spring","No Show","Muy Bajo","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Intermediate"
"Fall","No Show","Muy Bajo","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Intermediate"
"Fall","No Show","Muy Bajo","mal","Intermediate"
"Fall","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Advanced"
"Fall","No Show","Medio","mal","Intermediate"
"Fall","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Intermediate"
"Fall","No Show","Bajo","mal","Intermediate"
"Winter","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Intermediate"
"Fall","No Show","Bajo","mal","Intermediate"
"Winter","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Intermediate"
"Fall","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Fall","No Show","Bajo","mal","Intermediate"
"Fall","No Show","Bajo","mal","Intermediate"
"Fall","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Advanced"
"Winter","No Show","Muy Bajo","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Basic"
"Winter","No Show","Muy Bajo","mal","Advanced"
"Winter","No Show","Muy Bajo","mal","Intermediate"
"Fall","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","buen","Intermediate"
"Spring","No Show","Muy Bajo","buen","Basic"
"Fall","No Show","Muy Bajo","mal","Intermediate"
"Summer","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Winter","No Show","Muy Bajo","mal","Intermediate"
"Summer","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Intermediate"
"Fall","No Show","Muy Bajo","mal","Intermediate"
"Fall","No Show","Muy Bajo","mal","Basic"
"Spring","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Spring","No Show","Muy Bajo","mal","Basic"
"Winter","No Show","Muy Bajo","mal","Basic"
"Spring","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Winter","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","buen","Basic"
"Summer","No Show","Muy Bajo","mal","Intermediate"
"Fall","No Show","Muy Bajo","mal","Basic"
"Spring","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Intermediate"
"Fall","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Intermediate"
"Winter","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Intermediate"
"Summer","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Intermediate"
"Spring","No Show","Muy Bajo","mal","Intermediate"
"Spring","No Show","Muy Bajo","mal","Very Advanced"
"Summer","No Show","Muy Bajo","mal","Intermediate"
"Summer","No Show","Muy Bajo","mal","Intermediate"
"Summer","No Show","Muy Bajo","mal","Advanced"
"Summer","No Show","Muy Bajo","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Intermediate"
"Spring","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","buen","Basic"
"Spring","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Intermediate"
"Winter","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Spring","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Winter","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Summer","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Bajo","mal","Basic"
"Spring","No Show","Muy Bajo","mal","Basic"
"Spring","No Show","Muy Bajo","mal","Basic"
"Fall","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Advanced"
"Spring","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Intermediate"
"Summer","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Intermediate"
"Fall","No Show","Muy Alto","mal","Advanced"
"Fall","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Fall","No Show","Muy Alto","mal","Intermediate"
"Summer","No Show","Muy Alto","mal","Basic"
"Summer","No Show","Muy Alto","mal","Intermediate"
"Spring","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Intermediate"
"Spring","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Intermediate"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Advanced"
"Spring","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Advanced"
"Summer","No Show","Medio","mal","Intermediate"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Advanced"
"Winter","No Show","Bajo","mal","Intermediate"
"Fall","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Winter","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Intermediate"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Intermediate"
"Spring","No Show","Bajo","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","buen","Basic"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Advanced"
"Spring","No Show","Medio","mal","Basic"
"Fall","No Show","Bajo","buen","Basic"
"Summer","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Fall","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Intermediate"
"Spring","No Show","Bajo","buen","Intermediate"
"Spring","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","buen","Basic"
"Summer","No Show","Medio","mal","Advanced"
"Fall","No Show","Medio","mal","Basic"
"Summer","No Show","Bajo","mal","Advanced"
"Summer","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Spring","No Show","Medio","mal","Advanced"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Summer","No Show","Bajo","mal","Intermediate"
"Fall","No Show","Bajo","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Winter","No Show","Bajo","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Alto","mal","Intermediate"
"Winter","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Intermediate"
"Winter","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Winter","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Advanced"
"Summer","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Advanced"
"Spring","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Basic"
"Summer","No Show","Alto","mal","Advanced"
"Spring","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Basic"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Intermediate"
"Summer","No Show","Alto","mal","Advanced"
"Summer","No Show","Alto","mal","Intermediate"
"Winter","No Show","Alto","mal","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Spring","No Show","Alto","mal","Very Advanced"
"Spring","No Show","Alto","mal","Intermediate"
"Spring","No Show","Alto","buen","Intermediate"
"Fall","No Show","Alto","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Intermediate"
"Winter","No Show","Medio","buen","Intermediate"
"Summer","No Show","Medio","buen","Intermediate"
"Summer","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Intermediate"
"Fall","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Fall","No Show","Medio","buen","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Summer","No Show","Medio","mal","Intermediate"
"Summer","No Show","Medio","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Summer","No Show","Bajo","mal","Basic"
"Winter","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Intermediate"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Advanced"
"Spring","No Show","Medio","mal","Very Advanced"
"Spring","No Show","Medio","mal","Basic"
"Spring","No Show","Medio","mal","Intermediate"
"Winter","No Show","Medio","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Advanced"
"Winter","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Intermediate"
"Spring","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Advanced"
"Winter","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Intermediate"
"Spring","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Intermediate"
"Spring","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Intermediate"
"Spring","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Intermediate"
"Spring","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Intermediate"
"Winter","No Show","Bajo","mal","Advanced"
"Spring","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Intermediate"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Bajo","mal","Very Advanced"
"Winter","No Show","Bajo","mal","Advanced"
"Spring","No Show","Bajo","mal","Advanced"
"Spring","No Show","Bajo","mal","Basic"
"Winter","No Show","Bajo","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Winter","No Show","Muy Alto","mal","Basic"
"Spring","No Show","Muy Alto","mal","Basic"
